District,Date,Longitude,Latitude,Surface Runoff (mm/day)
Adilabad,2022-04-11,78.56516888,19.52058318,0.0055
Adilabad,2022-04-12,78.56516888,19.52058318,0.0
Adilabad,2022-04-13,78.56516888,19.52058318,0.0
Adilabad,2022-04-14,78.56516888,19.52058318,0.0
Adilabad,2022-04-15,78.56516888,19.52058318,0.0
Adilabad,2022-04-16,78.56516888,19.52058318,0.0
Adilabad,2022-04-17,78.56516888,19.52058318,0.0
Adilabad,2022-04-18,78.56516888,19.52058318,0.0
Adilabad,2022-04-19,78.56516888,19.52058318,0.0
Adilabad,2022-04-20,78.56516888,19.52058318,0.0
Adilabad,2022-04-21,78.56516888,19.52058318,0.0
Adilabad,2022-04-22,78.56516888,19.52058318,0.0764
Adilabad,2022-04-23,78.56516888,19.52058318,0.0
Adilabad,2022-04-24,78.56516888,19.52058318,1.0703
Adilabad,2022-04-25,78.56516888,19.52058318,0.0031
Adilabad,2022-04-26,78.56516888,19.52058318,0.0
Adilabad,2022-04-27,78.56516888,19.52058318,0.0
Adilabad,2022-04-28,78.56516888,19.52058318,0.0
Adilabad,2022-04-29,78.56516888,19.52058318,0.0001
Adilabad,2022-04-30,78.56516888,19.52058318,0.0
Adilabad,2022-05-01,78.56516888,19.52058318,0.0
Adilabad,2022-05-02,78.56516888,19.52058318,0.0029
Adilabad,2022-05-03,78.56516888,19.52058318,0.0
Adilabad,2022-05-04,78.56516888,19.52058318,0.0098
Adilabad,2022-05-05,78.56516888,19.52058318,0.0
Adilabad,2022-05-06,78.56516888,19.52058318,0.0
Adilabad,2022-05-07,78.56516888,19.52058318,0.0
Adilabad,2022-05-08,78.56516888,19.52058318,0.0115
Adilabad,2022-05-09,78.56516888,19.52058318,0.0007
Adilabad,2022-05-10,78.56516888,19.52058318,0.0608
Adilabad,2022-05-11,78.56516888,19.52058318,0.0
Adilabad,2022-05-12,78.56516888,19.52058318,0.0262
Adilabad,2022-05-13,78.56516888,19.52058318,0.6885
Adilabad,2022-05-14,78.56516888,19.52058318,0.0004
Adilabad,2022-05-15,78.56516888,19.52058318,0.0036
Adilabad,2022-05-16,78.56516888,19.52058318,3.2457
Adilabad,2022-05-17,78.56516888,19.52058318,0.0
Adilabad,2022-05-18,78.56516888,19.52058318,0.4292
Adilabad,2022-05-19,78.56516888,19.52058318,0.0
Adilabad,2022-05-20,78.56516888,19.52058318,0.0
Adilabad,2022-05-21,78.56516888,19.52058318,0.0484
Adilabad,2022-05-22,78.56516888,19.52058318,0.0
Adilabad,2022-05-23,78.56516888,19.52058318,0.0
Adilabad,2022-05-24,78.56516888,19.52058318,0.0
Adilabad,2022-05-25,78.56516888,19.52058318,0.0
Adilabad,2022-05-26,78.56516888,19.52058318,0.0169
Adilabad,2022-05-27,78.56516888,19.52058318,0.5506
Adilabad,2022-05-28,78.56516888,19.52058318,0.0
Adilabad,2022-05-29,78.56516888,19.52058318,0.0
Adilabad,2022-05-30,78.56516888,19.52058318,0.0
Adilabad,2022-05-31,78.56516888,19.52058318,0.0
Adilabad,2022-06-01,78.56516888,19.52058318,0.0183
Adilabad,2022-06-02,78.56516888,19.52058318,0.002
Adilabad,2022-06-03,78.56516888,19.52058318,0.0
Adilabad,2022-06-04,78.56516888,19.52058318,0.018
Adilabad,2022-06-05,78.56516888,19.52058318,0.0027
Adilabad,2022-06-06,78.56516888,19.52058318,0.0382
Adilabad,2022-06-07,78.56516888,19.52058318,0.0
Adilabad,2022-06-08,78.56516888,19.52058318,0.0
Adilabad,2022-06-09,78.56516888,19.52058318,0.1773
Adilabad,2022-06-10,78.56516888,19.52058318,0.0001
Adilabad,2022-06-11,78.56516888,19.52058318,0.0
Adilabad,2022-06-12,78.56516888,19.52058318,2.19
Adilabad,2022-06-13,78.56516888,19.52058318,0.0014
Adilabad,2022-06-14,78.56516888,19.52058318,2.1946
Adilabad,2022-06-15,78.56516888,19.52058318,0.0028
Adilabad,2022-06-16,78.56516888,19.52058318,0.7952
Adilabad,2022-06-17,78.56516888,19.52058318,3.6876
Adilabad,2022-06-18,78.56516888,19.52058318,0.0185
Adilabad,2022-06-19,78.56516888,19.52058318,0.0471
Adilabad,2022-06-20,78.56516888,19.52058318,0.6242
Adilabad,2022-06-21,78.56516888,19.52058318,21.7082
Adilabad,2022-06-22,78.56516888,19.52058318,3.9253
Adilabad,2022-06-23,78.56516888,19.52058318,0.0018
Adilabad,2022-06-24,78.56516888,19.52058318,6.6922
Adilabad,2022-06-25,78.56516888,19.52058318,6.4323
Adilabad,2022-06-26,78.56516888,19.52058318,0.8622
Adilabad,2022-06-27,78.56516888,19.52058318,0.0001
Adilabad,2022-06-28,78.56516888,19.52058318,0.0
Adilabad,2022-06-29,78.56516888,19.52058318,0.0
Adilabad,2022-06-30,78.56516888,19.52058318,0.0
Adilabad,2022-07-01,78.56516888,19.52058318,4.0576
Adilabad,2022-07-02,78.56516888,19.52058318,0.5824
Adilabad,2022-07-03,78.56516888,19.52058318,28.0743
Adilabad,2022-07-04,78.56516888,19.52058318,28.8456
Adilabad,2022-07-05,78.56516888,19.52058318,27.6586
Adilabad,2022-07-06,78.56516888,19.52058318,0.0295
Adilabad,2022-07-07,78.56516888,19.52058318,11.6969
Adilabad,2022-07-08,78.56516888,19.52058318,30.9479
Adilabad,2022-07-09,78.56516888,19.52058318,11.0888
Adilabad,2022-07-10,78.56516888,19.52058318,56.0158
Adilabad,2022-07-11,78.56516888,19.52058318,48.4104
Adilabad,2022-07-12,78.56516888,19.52058318,84.0798
Adilabad,2022-07-13,78.56516888,19.52058318,181.5541
Adilabad,2022-07-14,78.56516888,19.52058318,33.3813
Adilabad,2022-07-15,78.56516888,19.52058318,51.7581
Adilabad,2022-07-16,78.56516888,19.52058318,0.0245
Adilabad,2022-07-17,78.56516888,19.52058318,7.2115
Adilabad,2022-07-18,78.56516888,19.52058318,38.5655
Adilabad,2022-07-19,78.56516888,19.52058318,0.0279
Adilabad,2022-07-20,78.56516888,19.52058318,0.1333
Adilabad,2022-07-21,78.56516888,19.52058318,0.0078
Adilabad,2022-07-22,78.56516888,19.52058318,0.052
Adilabad,2022-07-23,78.56516888,19.52058318,5.4795
Adilabad,2022-07-24,78.56516888,19.52058318,16.1847
Adilabad,2022-07-25,78.56516888,19.52058318,0.42
Adilabad,2022-07-26,78.56516888,19.52058318,32.1642
Adilabad,2022-07-27,78.56516888,19.52058318,5.9789
Adilabad,2022-07-28,78.56516888,19.52058318,0.0156
Adilabad,2022-07-29,78.56516888,19.52058318,6.3529
Adilabad,2022-07-30,78.56516888,19.52058318,2.2143
Adilabad,2022-07-31,78.56516888,19.52058318,0.123
Adilabad,2022-08-01,78.56516888,19.52058318,0.0327
Adilabad,2022-08-02,78.56516888,19.52058318,0.0
Adilabad,2022-08-03,78.56516888,19.52058318,0.9661
Adilabad,2022-08-04,78.56516888,19.52058318,4.234
Adilabad,2022-08-05,78.56516888,19.52058318,14.9112
Adilabad,2022-08-06,78.56516888,19.52058318,63.203
Adilabad,2022-08-07,78.56516888,19.52058318,19.8949
Adilabad,2022-08-08,78.56516888,19.52058318,54.7952
Adilabad,2022-08-09,78.56516888,19.52058318,22.3732
Adilabad,2022-08-10,78.56516888,19.52058318,16.86
Adilabad,2022-08-11,78.56516888,19.52058318,0.0537
Adilabad,2022-08-12,78.56516888,19.52058318,0.0006
Adilabad,2022-08-13,78.56516888,19.52058318,0.0
Adilabad,2022-08-14,78.56516888,19.52058318,5.5024
Adilabad,2022-08-15,78.56516888,19.52058318,44.9171
Adilabad,2022-08-16,78.56516888,19.52058318,15.9106
Adilabad,2022-08-17,78.56516888,19.52058318,0.0007
Adilabad,2022-08-18,78.56516888,19.52058318,0.0
Adilabad,2022-08-19,78.56516888,19.52058318,0.0012
Adilabad,2022-08-20,78.56516888,19.52058318,0.0004
Adilabad,2022-08-21,78.56516888,19.52058318,0.0021
Adilabad,2022-08-22,78.56516888,19.52058318,1.5254
Adilabad,2022-08-23,78.56516888,19.52058318,0.0052
Adilabad,2022-08-24,78.56516888,19.52058318,0.0001
Adilabad,2022-08-25,78.56516888,19.52058318,0.5552
Adilabad,2022-08-26,78.56516888,19.52058318,0.0
Adilabad,2022-08-27,78.56516888,19.52058318,0.4247
Adilabad,2022-08-28,78.56516888,19.52058318,0.0
Adilabad,2022-08-29,78.56516888,19.52058318,0.0481
Adilabad,2022-08-30,78.56516888,19.52058318,3.2312
Adilabad,2022-08-31,78.56516888,19.52058318,0.0
Adilabad,2022-09-01,78.56516888,19.52058318,0.6144
Adilabad,2022-09-02,78.56516888,19.52058318,0.001
Adilabad,2022-09-03,78.56516888,19.52058318,0.0
Adilabad,2022-09-04,78.56516888,19.52058318,22.4953
Adilabad,2022-09-05,78.56516888,19.52058318,1.4771
Adilabad,2022-09-06,78.56516888,19.52058318,0.0634
Adilabad,2022-09-07,78.56516888,19.52058318,0.0014
Adilabad,2022-09-08,78.56516888,19.52058318,2.5205
Adilabad,2022-09-09,78.56516888,19.52058318,2.3998
Adilabad,2022-09-10,78.56516888,19.52058318,11.6687
Adilabad,2022-09-11,78.56516888,19.52058318,25.5593
Adilabad,2022-09-12,78.56516888,19.52058318,72.8243
Adilabad,2022-09-13,78.56516888,19.52058318,5.6966
Adilabad,2022-09-14,78.56516888,19.52058318,0.0154
Adilabad,2022-09-15,78.56516888,19.52058318,0.0007
Adilabad,2022-09-16,78.56516888,19.52058318,0.0023
Adilabad,2022-09-17,78.56516888,19.52058318,0.9861
Adilabad,2022-09-18,78.56516888,19.52058318,0.0011
Adilabad,2022-09-19,78.56516888,19.52058318,0.5274
Adilabad,2022-09-20,78.56516888,19.52058318,0.0468
Adilabad,2022-09-21,78.56516888,19.52058318,0.3078
Adilabad,2022-09-22,78.56516888,19.52058318,0.0858
Adilabad,2022-09-23,78.56516888,19.52058318,0.0
Adilabad,2022-09-24,78.56516888,19.52058318,0.0004
Adilabad,2022-09-25,78.56516888,19.52058318,0.0
Adilabad,2022-09-26,78.56516888,19.52058318,0.0
Adilabad,2022-09-27,78.56516888,19.52058318,6.9427
Adilabad,2022-09-28,78.56516888,19.52058318,0.0015
Adilabad,2022-09-29,78.56516888,19.52058318,2.5401
Adilabad,2022-09-30,78.56516888,19.52058318,0.0
Adilabad,2022-10-01,78.56516888,19.52058318,0.0
Adilabad,2022-10-02,78.56516888,19.52058318,0.0
Adilabad,2022-10-03,78.56516888,19.52058318,0.0
Adilabad,2022-10-04,78.56516888,19.52058318,0.0001
Adilabad,2022-10-05,78.56516888,19.52058318,0.0045
Adilabad,2022-10-06,78.56516888,19.52058318,5.0654
Adilabad,2022-10-07,78.56516888,19.52058318,4.8511
Adilabad,2022-10-08,78.56516888,19.52058318,0.02
Adilabad,2022-10-09,78.56516888,19.52058318,0.0
Adilabad,2022-10-10,78.56516888,19.52058318,1.2599
Adilabad,2022-10-11,78.56516888,19.52058318,0.0833
Adilabad,2022-10-12,78.56516888,19.52058318,0.0
Adilabad,2022-10-13,78.56516888,19.52058318,3.1268
Adilabad,2022-10-14,78.56516888,19.52058318,0.0011
Adilabad,2022-10-15,78.56516888,19.52058318,3.6391
Adilabad,2022-10-16,78.56516888,19.52058318,0.0016
Adilabad,2022-10-17,78.56516888,19.52058318,0.2489
Adilabad,2022-10-18,78.56516888,19.52058318,0.0013
Adilabad,2022-10-19,78.56516888,19.52058318,1.4233
Adilabad,2022-10-20,78.56516888,19.52058318,0.0
Adilabad,2022-10-21,78.56516888,19.52058318,0.057
Adilabad,2022-10-22,78.56516888,19.52058318,0.0001
Adilabad,2022-10-23,78.56516888,19.52058318,0.0
Adilabad,2022-10-24,78.56516888,19.52058318,0.0
Adilabad,2022-10-25,78.56516888,19.52058318,0.0
Adilabad,2022-10-26,78.56516888,19.52058318,0.0
Adilabad,2022-10-27,78.56516888,19.52058318,0.0
Adilabad,2022-10-28,78.56516888,19.52058318,0.0
Adilabad,2022-10-29,78.56516888,19.52058318,0.0
Adilabad,2022-10-30,78.56516888,19.52058318,0.0
Adilabad,2022-10-31,78.56516888,19.52058318,0.0
Adilabad,2022-11-01,78.56516888,19.52058318,0.0
Adilabad,2022-11-02,78.56516888,19.52058318,0.0
Adilabad,2022-11-03,78.56516888,19.52058318,0.0
Adilabad,2022-11-04,78.56516888,19.52058318,0.0
Adilabad,2022-11-05,78.56516888,19.52058318,0.0
Adilabad,2022-11-06,78.56516888,19.52058318,0.0
Adilabad,2022-11-07,78.56516888,19.52058318,0.0
Adilabad,2022-11-08,78.56516888,19.52058318,0.0
Adilabad,2022-11-09,78.56516888,19.52058318,0.0
Adilabad,2022-11-10,78.56516888,19.52058318,0.0
Adilabad,2022-11-11,78.56516888,19.52058318,0.0
Adilabad,2022-11-12,78.56516888,19.52058318,0.0
Adilabad,2022-11-13,78.56516888,19.52058318,0.0
Adilabad,2022-11-14,78.56516888,19.52058318,0.0
Adilabad,2022-11-15,78.56516888,19.52058318,0.0
Adilabad,2022-11-16,78.56516888,19.52058318,0.0
Adilabad,2022-11-17,78.56516888,19.52058318,0.0
Adilabad,2022-11-18,78.56516888,19.52058318,0.0
Adilabad,2022-11-19,78.56516888,19.52058318,0.0
Adilabad,2022-11-20,78.56516888,19.52058318,0.0
Adilabad,2022-11-21,78.56516888,19.52058318,0.0001
Adilabad,2022-11-22,78.56516888,19.52058318,0.0
Adilabad,2022-11-23,78.56516888,19.52058318,0.0
Adilabad,2022-11-24,78.56516888,19.52058318,0.0
Adilabad,2022-11-25,78.56516888,19.52058318,0.0
Adilabad,2022-11-26,78.56516888,19.52058318,0.0
Adilabad,2022-11-27,78.56516888,19.52058318,0.0
Adilabad,2022-11-28,78.56516888,19.52058318,0.0
Adilabad,2022-11-29,78.56516888,19.52058318,0.0
Adilabad,2022-11-30,78.56516888,19.52058318,0.0
Adilabad,2022-12-01,78.56516888,19.52058318,0.0
Adilabad,2022-12-02,78.56516888,19.52058318,0.0
Adilabad,2022-12-03,78.56516888,19.52058318,0.0
Adilabad,2022-12-04,78.56516888,19.52058318,0.0
Adilabad,2022-12-05,78.56516888,19.52058318,0.0
Adilabad,2022-12-06,78.56516888,19.52058318,0.0
Adilabad,2022-12-07,78.56516888,19.52058318,0.0
Adilabad,2022-12-08,78.56516888,19.52058318,0.0
Adilabad,2022-12-09,78.56516888,19.52058318,0.0
Adilabad,2022-12-10,78.56516888,19.52058318,0.0
Adilabad,2022-12-11,78.56516888,19.52058318,0.0
Adilabad,2022-12-12,78.56516888,19.52058318,0.0438
Adilabad,2022-12-13,78.56516888,19.52058318,0.0
Adilabad,2022-12-14,78.56516888,19.52058318,0.0
Adilabad,2022-12-15,78.56516888,19.52058318,0.0
Adilabad,2022-12-16,78.56516888,19.52058318,0.0
Adilabad,2022-12-17,78.56516888,19.52058318,0.0
Adilabad,2022-12-18,78.56516888,19.52058318,0.0
Adilabad,2022-12-19,78.56516888,19.52058318,0.0
Adilabad,2022-12-20,78.56516888,19.52058318,0.0
Adilabad,2022-12-21,78.56516888,19.52058318,0.0
Adilabad,2022-12-22,78.56516888,19.52058318,0.0
Adilabad,2022-12-23,78.56516888,19.52058318,0.0
Adilabad,2022-12-24,78.56516888,19.52058318,0.0
Adilabad,2022-12-25,78.56516888,19.52058318,0.0
Adilabad,2022-12-26,78.56516888,19.52058318,0.0
Adilabad,2022-12-27,78.56516888,19.52058318,0.0
Adilabad,2022-12-28,78.56516888,19.52058318,0.0
Adilabad,2022-12-29,78.56516888,19.52058318,0.0
Adilabad,2022-12-30,78.56516888,19.52058318,0.0
Adilabad,2022-12-31,78.56516888,19.52058318,0.0
Adilabad,2023-01-01,78.56516888,19.52058318,0.0
Adilabad,2023-01-02,78.56516888,19.52058318,0.0
Adilabad,2023-01-03,78.56516888,19.52058318,0.0
Adilabad,2023-01-04,78.56516888,19.52058318,0.0033
Adilabad,2023-01-05,78.56516888,19.52058318,0.0
Adilabad,2023-01-06,78.56516888,19.52058318,0.0
Adilabad,2023-01-07,78.56516888,19.52058318,0.0
Adilabad,2023-01-08,78.56516888,19.52058318,0.0
Adilabad,2023-01-09,78.56516888,19.52058318,0.0
Adilabad,2023-01-10,78.56516888,19.52058318,0.0
Adilabad,2023-01-11,78.56516888,19.52058318,0.0
Adilabad,2023-01-12,78.56516888,19.52058318,0.0
Adilabad,2023-01-13,78.56516888,19.52058318,0.0
Adilabad,2023-01-14,78.56516888,19.52058318,0.0
Adilabad,2023-01-15,78.56516888,19.52058318,0.0
Adilabad,2023-01-16,78.56516888,19.52058318,0.0
Adilabad,2023-01-17,78.56516888,19.52058318,0.0
Adilabad,2023-01-18,78.56516888,19.52058318,0.0
Adilabad,2023-01-19,78.56516888,19.52058318,0.0
Adilabad,2023-01-20,78.56516888,19.52058318,0.0
Adilabad,2023-01-21,78.56516888,19.52058318,0.0
Adilabad,2023-01-22,78.56516888,19.52058318,0.0
Adilabad,2023-01-23,78.56516888,19.52058318,0.0
Adilabad,2023-01-24,78.56516888,19.52058318,0.0
Adilabad,2023-01-25,78.56516888,19.52058318,0.0
Adilabad,2023-01-26,78.56516888,19.52058318,0.0
Adilabad,2023-01-27,78.56516888,19.52058318,0.0
Adilabad,2023-01-28,78.56516888,19.52058318,0.0
Adilabad,2023-01-29,78.56516888,19.52058318,0.0
Adilabad,2023-01-30,78.56516888,19.52058318,0.0
Adilabad,2023-01-31,78.56516888,19.52058318,0.0
Adilabad,2023-02-01,78.56516888,19.52058318,0.0
Adilabad,2023-02-02,78.56516888,19.52058318,0.0
Adilabad,2023-02-03,78.56516888,19.52058318,0.0
Adilabad,2023-02-04,78.56516888,19.52058318,0.0
Adilabad,2023-02-05,78.56516888,19.52058318,0.0
Adilabad,2023-02-06,78.56516888,19.52058318,0.0
Adilabad,2023-02-07,78.56516888,19.52058318,0.0
Adilabad,2023-02-08,78.56516888,19.52058318,0.0
Adilabad,2023-02-09,78.56516888,19.52058318,0.0
Adilabad,2023-02-10,78.56516888,19.52058318,0.0
Adilabad,2023-02-11,78.56516888,19.52058318,0.0
Adilabad,2023-02-12,78.56516888,19.52058318,0.0
Adilabad,2023-02-13,78.56516888,19.52058318,0.0
Adilabad,2023-02-14,78.56516888,19.52058318,0.0
Adilabad,2023-02-15,78.56516888,19.52058318,0.0
Adilabad,2023-02-16,78.56516888,19.52058318,0.0
Adilabad,2023-02-17,78.56516888,19.52058318,0.0
Adilabad,2023-02-18,78.56516888,19.52058318,0.0
Adilabad,2023-02-19,78.56516888,19.52058318,0.0
Adilabad,2023-02-20,78.56516888,19.52058318,0.0
Adilabad,2023-02-21,78.56516888,19.52058318,0.0
Adilabad,2023-02-22,78.56516888,19.52058318,0.0
Adilabad,2023-02-23,78.56516888,19.52058318,0.0
Adilabad,2023-02-24,78.56516888,19.52058318,0.0
Adilabad,2023-02-25,78.56516888,19.52058318,0.0
Adilabad,2023-02-26,78.56516888,19.52058318,0.0
Adilabad,2023-02-27,78.56516888,19.52058318,0.0
Adilabad,2023-02-28,78.56516888,19.52058318,0.0
Adilabad,2023-03-01,78.56516888,19.52058318,0.0
Adilabad,2023-03-02,78.56516888,19.52058318,0.0
Adilabad,2023-03-03,78.56516888,19.52058318,0.0
Adilabad,2023-03-04,78.56516888,19.52058318,0.0
Adilabad,2023-03-05,78.56516888,19.52058318,0.0
Adilabad,2023-03-06,78.56516888,19.52058318,0.0
Adilabad,2023-03-07,78.56516888,19.52058318,0.002
Adilabad,2023-03-08,78.56516888,19.52058318,0.0
Adilabad,2023-03-09,78.56516888,19.52058318,0.0
Adilabad,2023-03-10,78.56516888,19.52058318,0.0
Adilabad,2023-03-11,78.56516888,19.52058318,0.0
Adilabad,2023-03-12,78.56516888,19.52058318,0.0
Adilabad,2023-03-13,78.56516888,19.52058318,0.0
Adilabad,2023-03-14,78.56516888,19.52058318,0.0
Adilabad,2023-03-15,78.56516888,19.52058318,0.0
Adilabad,2023-03-16,78.56516888,19.52058318,0.2544
Adilabad,2023-03-17,78.56516888,19.52058318,0.0
Adilabad,2023-03-18,78.56516888,19.52058318,0.0
Adilabad,2023-03-19,78.56516888,19.52058318,0.114
Adilabad,2023-03-20,78.56516888,19.52058318,0.0042
Adilabad,2023-03-21,78.56516888,19.52058318,0.0
Adilabad,2023-03-22,78.56516888,19.52058318,0.0
Adilabad,2023-03-23,78.56516888,19.52058318,0.0
Adilabad,2023-03-24,78.56516888,19.52058318,0.0
Adilabad,2023-03-25,78.56516888,19.52058318,0.0797
Adilabad,2023-03-26,78.56516888,19.52058318,0.0
Adilabad,2023-03-27,78.56516888,19.52058318,0.2529
Adilabad,2023-03-28,78.56516888,19.52058318,0.0
Adilabad,2023-03-29,78.56516888,19.52058318,0.0
Adilabad,2023-03-30,78.56516888,19.52058318,0.0
Adilabad,2023-03-31,78.56516888,19.52058318,0.0
Adilabad,2023-04-01,78.56516888,19.52058318,0.0
Adilabad,2023-04-02,78.56516888,19.52058318,0.0
Adilabad,2023-04-03,78.56516888,19.52058318,0.0
Adilabad,2023-04-04,78.56516888,19.52058318,0.0
Adilabad,2023-04-05,78.56516888,19.52058318,0.0
Adilabad,2023-04-06,78.56516888,19.52058318,0.0
Adilabad,2023-04-07,78.56516888,19.52058318,0.0
Adilabad,2023-04-08,78.56516888,19.52058318,0.0321
Adilabad,2023-04-09,78.56516888,19.52058318,0.0
Adilabad,2023-04-10,78.56516888,19.52058318,0.0015
Adilabad,2023-04-11,78.56516888,19.52058318,0.0
Adilabad,2023-04-12,78.56516888,19.52058318,0.0225
Adilabad,2023-04-13,78.56516888,19.52058318,0.0007
Adilabad,2023-04-14,78.56516888,19.52058318,0.0
Adilabad,2023-04-15,78.56516888,19.52058318,0.1273
Adilabad,2023-04-16,78.56516888,19.52058318,0.0
Adilabad,2023-04-17,78.56516888,19.52058318,0.0
Adilabad,2023-04-18,78.56516888,19.52058318,0.0
Adilabad,2023-04-19,78.56516888,19.52058318,0.1786
Adilabad,2023-04-20,78.56516888,19.52058318,0.002
