Date,District,Longitude,Latitude,Evapotranspiration
2022-03-31,Adilabad,78.56516888256076,19.520583182394112,0.7633122
2022-04-01,Adilabad,78.56516888256076,19.520583182394112,2.0529718
2022-04-02,Adilabad,78.56516888256076,19.520583182394112,1.4913902
2022-04-03,Adilabad,78.56516888256076,19.520583182394112,1.2215331
2022-04-04,Adilabad,78.56516888256076,19.520583182394112,2.3834355
2022-04-05,Adilabad,78.56516888256076,19.520583182394112,2.4914076
2022-04-06,Adilabad,78.56516888256076,19.520583182394112,3.2008352
2022-04-07,Adilabad,78.56516888256076,19.520583182394112,2.5678947
2022-04-08,Adilabad,78.56516888256076,19.520583182394112,1.8412920036136151
2022-04-09,Adilabad,78.56516888256076,19.520583182394112,0.83990896
2022-04-10,Adilabad,78.56516888256076,19.520583182394112,2.1168504
2022-04-11,Adilabad,78.56516888256076,19.520583182394112,1.9233772455164453
2022-04-12,Adilabad,78.56516888256076,19.520583182394112,1.9772813087313503
2022-04-13,Adilabad,78.56516888256076,19.520583182394112,2.0727646
2022-04-14,Adilabad,78.56516888256076,19.520583182394112,1.9723191
2022-04-15,Adilabad,78.56516888256076,19.520583182394112,2.4527378
2022-04-16,Adilabad,78.56516888256076,19.520583182394112,1.2592276
2022-04-17,Adilabad,78.56516888256076,19.520583182394112,2.4200737
2022-04-18,Adilabad,78.56516888256076,19.520583182394112,0.9963967
2022-04-19,Adilabad,78.56516888256076,19.520583182394112,1.5464876
2022-04-20,Adilabad,78.56516888256076,19.520583182394112,1.3216237
2022-04-21,Adilabad,78.56516888256076,19.520583182394112,1.2669022
2022-04-22,Adilabad,78.56516888256076,19.520583182394112,2.157403985644899
2022-04-23,Adilabad,78.56516888256076,19.520583182394112,1.594294934716768
2022-04-24,Adilabad,78.56516888256076,19.520583182394112,1.7034744989551558
2022-04-25,Adilabad,78.56516888256076,19.520583182394112,1.3971162
2022-04-26,Adilabad,78.56516888256076,19.520583182394112,1.7900295
2022-04-27,Adilabad,78.56516888256076,19.520583182394112,2.114262807942529
2022-04-28,Adilabad,78.56516888256076,19.520583182394112,2.1920881
2022-04-29,Adilabad,78.56516888256076,19.520583182394112,0.9817472
2022-04-30,Adilabad,78.56516888256076,19.520583182394112,0.84062207
2022-05-01,Adilabad,78.56516888256076,19.520583182394112,0.8633153
2022-05-02,Adilabad,78.56516888256076,19.520583182394112,0.9334601
2022-05-03,Adilabad,78.56516888256076,19.520583182394112,3.725328
2022-05-04,Adilabad,78.56516888256076,19.520583182394112,1.950588960708348
2022-05-05,Adilabad,78.56516888256076,19.520583182394112,1.0917921
2022-05-06,Adilabad,78.56516888256076,19.520583182394112,0.8840132
2022-05-07,Adilabad,78.56516888256076,19.520583182394112,1.7979369
2022-05-08,Adilabad,78.56516888256076,19.520583182394112,2.110382742643032
2022-05-09,Adilabad,78.56516888256076,19.520583182394112,1.2373791
2022-05-10,Adilabad,78.56516888256076,19.520583182394112,1.5037073
2022-05-11,Adilabad,78.56516888256076,19.520583182394112,1.0996602
2022-05-12,Adilabad,78.56516888256076,19.520583182394112,0.95344234
2022-05-13,Adilabad,78.56516888256076,19.520583182394112,2.9823647
2022-05-14,Adilabad,78.56516888256076,19.520583182394112,3.3146093
2022-05-15,Adilabad,78.56516888256076,19.520583182394112,1.8897998
2022-05-16,Adilabad,78.56516888256076,19.520583182394112,2.25355503814181
2022-05-17,Adilabad,78.56516888256076,19.520583182394112,1.9105566768465756
2022-05-18,Adilabad,78.56516888256076,19.520583182394112,2.338289090164009
2022-05-19,Adilabad,78.56516888256076,19.520583182394112,1.8619719363203155
2022-05-20,Adilabad,78.56516888256076,19.520583182394112,1.831078316814969
2022-05-21,Adilabad,78.56516888256076,19.520583182394112,2.1078474904433
2022-05-22,Adilabad,78.56516888256076,19.520583182394112,0.38662386
2022-05-23,Adilabad,78.56516888256076,19.520583182394112,0.5796906
2022-05-24,Adilabad,78.56516888256076,19.520583182394112,1.1878445
2022-05-25,Adilabad,78.56516888256076,19.520583182394112,2.010367987524201
2022-05-26,Adilabad,78.56516888256076,19.520583182394112,1.1178131
2022-05-27,Adilabad,78.56516888256076,19.520583182394112,2.441689
2022-05-28,Adilabad,78.56516888256076,19.520583182394112,1.9245306
2022-05-29,Adilabad,78.56516888256076,19.520583182394112,1.2480931
2022-05-30,Adilabad,78.56516888256076,19.520583182394112,3.4209516
2022-05-31,Adilabad,78.56516888256076,19.520583182394112,2.475022086522334
2022-06-01,Adilabad,78.56516888256076,19.520583182394112,2.021607147274633
2022-06-02,Adilabad,78.56516888256076,19.520583182394112,1.6634787
2022-06-03,Adilabad,78.56516888256076,19.520583182394112,2.3334423483248465
2022-06-04,Adilabad,78.56516888256076,19.520583182394112,2.348505240821668
2022-06-05,Adilabad,78.56516888256076,19.520583182394112,1.825424389287012
2022-06-06,Adilabad,78.56516888256076,19.520583182394112,1.7442515303074777
2022-06-07,Adilabad,78.56516888256076,19.520583182394112,1.2406752
2022-06-08,Adilabad,78.56516888256076,19.520583182394112,1.4564309
2022-06-09,Adilabad,78.56516888256076,19.520583182394112,0.71959734
2022-06-10,Adilabad,78.56516888256076,19.520583182394112,1.8727899365800076
2022-06-11,Adilabad,78.56516888256076,19.520583182394112,1.8394632406828209
2022-06-12,Adilabad,78.56516888256076,19.520583182394112,1.528671108700018
2022-06-13,Adilabad,78.56516888256076,19.520583182394112,1.3383489431547404
2022-06-14,Adilabad,78.56516888256076,19.520583182394112,5.997039
2022-06-15,Adilabad,78.56516888256076,19.520583182394112,1.427688704864902
2022-06-16,Adilabad,78.56516888256076,19.520583182394112,1.2388243916021466
2022-06-17,Adilabad,78.56516888256076,19.520583182394112,1.1693751405453716
2022-06-18,Adilabad,78.56516888256076,19.520583182394112,1.3449484
2022-06-19,Adilabad,78.56516888256076,19.520583182394112,1.4338726347194404
2022-06-20,Adilabad,78.56516888256076,19.520583182394112,1.2123425771861054
2022-06-21,Adilabad,78.56516888256076,19.520583182394112,1.2103746925486565
2022-06-22,Adilabad,78.56516888256076,19.520583182394112,3.5264373
2022-06-23,Adilabad,78.56516888256076,19.520583182394112,1.6165913
2022-06-24,Adilabad,78.56516888256076,19.520583182394112,1.226286168539
2022-06-25,Adilabad,78.56516888256076,19.520583182394112,0.9734184542703808
2022-06-26,Adilabad,78.56516888256076,19.520583182394112,0.9630325510326404
2022-06-27,Adilabad,78.56516888256076,19.520583182394112,1.0853577483958796
2022-06-28,Adilabad,78.56516888256076,19.520583182394112,1.1709181274966678
2022-06-29,Adilabad,78.56516888256076,19.520583182394112,1.21748012697557
2022-06-30,Adilabad,78.56516888256076,19.520583182394112,1.3137140149440498
2022-07-01,Adilabad,78.56516888256076,19.520583182394112,0.9863700127609816
2022-07-02,Adilabad,78.56516888256076,19.520583182394112,0.980352782638801
2022-07-03,Adilabad,78.56516888256076,19.520583182394112,0.935406793356141
2022-07-04,Adilabad,78.56516888256076,19.520583182394112,0.7884524042138434
2022-07-05,Adilabad,78.56516888256076,19.520583182394112,0.6656645869811312
2022-07-06,Adilabad,78.56516888256076,19.520583182394112,0.7811708841471681
2022-07-07,Adilabad,78.56516888256076,19.520583182394112,0.7779733025450315
2022-07-08,Adilabad,78.56516888256076,19.520583182394112,0.8365411233033543
2022-07-09,Adilabad,78.56516888256076,19.520583182394112,0.5678132068866381
2022-07-10,Adilabad,78.56516888256076,19.520583182394112,0.5065250251379146
2022-07-11,Adilabad,78.56516888256076,19.520583182394112,0.5315781498345429
2022-07-12,Adilabad,78.56516888256076,19.520583182394112,0.4927764302158959
2022-07-13,Adilabad,78.56516888256076,19.520583182394112,0.4350846289366629
2022-07-14,Adilabad,78.56516888256076,19.520583182394112,0.4582868350029186
2022-07-15,Adilabad,78.56516888256076,19.520583182394112,0.5259286453275885
2022-07-16,Adilabad,78.56516888256076,19.520583182394112,0.8103500499718798
2022-07-17,Adilabad,78.56516888256076,19.520583182394112,0.9689734806929938
2022-07-18,Adilabad,78.56516888256076,19.520583182394112,0.6493729149921353
2022-07-19,Adilabad,78.56516888256076,19.520583182394112,5.074208
2022-07-20,Adilabad,78.56516888256076,19.520583182394112,0.8844658764008239
2022-07-21,Adilabad,78.56516888256076,19.520583182394112,0.8020322181867859
2022-07-22,Adilabad,78.56516888256076,19.520583182394112,0.7680473791593728
2022-07-23,Adilabad,78.56516888256076,19.520583182394112,0.729603662262864
2022-07-24,Adilabad,78.56516888256076,19.520583182394112,0.5594618396154544
2022-07-25,Adilabad,78.56516888256076,19.520583182394112,0.6262444609087243
2022-07-26,Adilabad,78.56516888256076,19.520583182394112,0.7625767108621012
2022-07-27,Adilabad,78.56516888256076,19.520583182394112,0.5605490065924101
2022-07-28,Adilabad,78.56516888256076,19.520583182394112,0.8981007025062296
2022-07-29,Adilabad,78.56516888256076,19.520583182394112,0.8715851912101826
2022-07-30,Adilabad,78.56516888256076,19.520583182394112,0.8345415256884986
2022-07-31,Adilabad,78.56516888256076,19.520583182394112,0.9004991743002387
2022-08-01,Adilabad,78.56516888256076,19.520583182394112,1.0246816930892868
2022-08-02,Adilabad,78.56516888256076,19.520583182394112,0.9687505293237012
2022-08-03,Adilabad,78.56516888256076,19.520583182394112,1.0174838206518884
2022-08-04,Adilabad,78.56516888256076,19.520583182394112,0.9834233619189178
2022-08-05,Adilabad,78.56516888256076,19.520583182394112,0.8548928035326675
2022-08-06,Adilabad,78.56516888256076,19.520583182394112,0.9325649234965804
2022-08-07,Adilabad,78.56516888256076,19.520583182394112,0.8953388762546868
2022-08-08,Adilabad,78.56516888256076,19.520583182394112,0.7196585153577646
2022-08-09,Adilabad,78.56516888256076,19.520583182394112,0.5407725880038471
2022-08-10,Adilabad,78.56516888256076,19.520583182394112,0.5938795706770834
2022-08-11,Adilabad,78.56516888256076,19.520583182394112,0.7174724404083481
2022-08-12,Adilabad,78.56516888256076,19.520583182394112,0.7611488500816551
2022-08-13,Adilabad,78.56516888256076,19.520583182394112,0.9093474554160516
2022-08-14,Adilabad,78.56516888256076,19.520583182394112,0.8095373202829809
2022-08-15,Adilabad,78.56516888256076,19.520583182394112,0.589551282883504
2022-08-16,Adilabad,78.56516888256076,19.520583182394112,7.0335345
2022-08-17,Adilabad,78.56516888256076,19.520583182394112,5.484778
2022-08-18,Adilabad,78.56516888256076,19.520583182394112,0.9979211910400284
2022-08-19,Adilabad,78.56516888256076,19.520583182394112,0.972086170018406
2022-08-20,Adilabad,78.56516888256076,19.520583182394112,0.9301658805007678
2022-08-21,Adilabad,78.56516888256076,19.520583182394112,0.8976109253092941
2022-08-22,Adilabad,78.56516888256076,19.520583182394112,0.965400459176036
2022-08-23,Adilabad,78.56516888256076,19.520583182394112,0.8604899176448941
2022-08-24,Adilabad,78.56516888256076,19.520583182394112,0.9825979490069072
2022-08-25,Adilabad,78.56516888256076,19.520583182394112,1.0262323270778932
2022-08-26,Adilabad,78.56516888256076,19.520583182394112,3.2211199
2022-08-27,Adilabad,78.56516888256076,19.520583182394112,1.003519866536259
2022-08-28,Adilabad,78.56516888256076,19.520583182394112,7.4105906
2022-08-29,Adilabad,78.56516888256076,19.520583182394112,1.016403434948439
2022-08-30,Adilabad,78.56516888256076,19.520583182394112,0.9209778482667054
2022-08-31,Adilabad,78.56516888256076,19.520583182394112,5.1919436
2022-09-01,Adilabad,78.56516888256076,19.520583182394112,1.1352613932041629
2022-09-02,Adilabad,78.56516888256076,19.520583182394112,1.1310906306529378
2022-09-03,Adilabad,78.56516888256076,19.520583182394112,1.1701061763376388
2022-09-04,Adilabad,78.56516888256076,19.520583182394112,1.1934534406493322
2022-09-05,Adilabad,78.56516888256076,19.520583182394112,0.7548090801364207
2022-09-06,Adilabad,78.56516888256076,19.520583182394112,0.9311769522162664
2022-09-07,Adilabad,78.56516888256076,19.520583182394112,1.2187906887475874
2022-09-08,Adilabad,78.56516888256076,19.520583182394112,1.064743970308651
2022-09-09,Adilabad,78.56516888256076,19.520583182394112,1.0081584444936005
2022-09-10,Adilabad,78.56516888256076,19.520583182394112,0.9569835644984616
2022-09-11,Adilabad,78.56516888256076,19.520583182394112,0.9732784411376784
2022-09-12,Adilabad,78.56516888256076,19.520583182394112,0.611641289355748
2022-09-13,Adilabad,78.56516888256076,19.520583182394112,0.6764631950774094
2022-09-14,Adilabad,78.56516888256076,19.520583182394112,0.9605639212406428
2022-09-15,Adilabad,78.56516888256076,19.520583182394112,0.9991591940379968
2022-09-16,Adilabad,78.56516888256076,19.520583182394112,0.9825190567991592
2022-09-17,Adilabad,78.56516888256076,19.520583182394112,0.865776866095415
2022-09-18,Adilabad,78.56516888256076,19.520583182394112,0.8658017404644212
2022-09-19,Adilabad,78.56516888256076,19.520583182394112,0.9919220829077986
2022-09-20,Adilabad,78.56516888256076,19.520583182394112,0.992445718273765
2022-09-21,Adilabad,78.56516888256076,19.520583182394112,0.9954897148373328
2022-09-22,Adilabad,78.56516888256076,19.520583182394112,0.9092147266111936
2022-09-23,Adilabad,78.56516888256076,19.520583182394112,0.906320919517376
2022-09-24,Adilabad,78.56516888256076,19.520583182394112,7.1688647
2022-09-25,Adilabad,78.56516888256076,19.520583182394112,4.108223
2022-09-26,Adilabad,78.56516888256076,19.520583182394112,3.7448277
2022-09-27,Adilabad,78.56516888256076,19.520583182394112,1.0215354436407686
2022-09-28,Adilabad,78.56516888256076,19.520583182394112,0.978853213916174
2022-09-29,Adilabad,78.56516888256076,19.520583182394112,0.9539724695679864
2022-09-30,Adilabad,78.56516888256076,19.520583182394112,0.8903455469876527
2022-10-01,Adilabad,78.56516888256076,19.520583182394112,4.820903
2022-10-02,Adilabad,78.56516888256076,19.520583182394112,2.8386548
2022-10-03,Adilabad,78.56516888256076,19.520583182394112,4.021191
2022-10-04,Adilabad,78.56516888256076,19.520583182394112,1.0943302712608347
2022-10-05,Adilabad,78.56516888256076,19.520583182394112,1.0352501933876208
2022-10-06,Adilabad,78.56516888256076,19.520583182394112,1.0458601388259117
2022-10-07,Adilabad,78.56516888256076,19.520583182394112,1.0221926736996094
2022-10-08,Adilabad,78.56516888256076,19.520583182394112,4.5760803
2022-10-09,Adilabad,78.56516888256076,19.520583182394112,1.084282662768676
2022-10-10,Adilabad,78.56516888256076,19.520583182394112,1.0554712891122944
2022-10-11,Adilabad,78.56516888256076,19.520583182394112,1.0563930833013282
2022-10-12,Adilabad,78.56516888256076,19.520583182394112,0.983487508908496
2022-10-13,Adilabad,78.56516888256076,19.520583182394112,0.8772731690957148
2022-10-14,Adilabad,78.56516888256076,19.520583182394112,0.9867390896633464
2022-10-15,Adilabad,78.56516888256076,19.520583182394112,0.9104149229313618
2022-10-16,Adilabad,78.56516888256076,19.520583182394112,0.9303828216461112
2022-10-17,Adilabad,78.56516888256076,19.520583182394112,2.452487
2022-10-18,Adilabad,78.56516888256076,19.520583182394112,3.3054967
2022-10-19,Adilabad,78.56516888256076,19.520583182394112,3.1471236
2022-10-20,Adilabad,78.56516888256076,19.520583182394112,0.939272216651673
2022-10-21,Adilabad,78.56516888256076,19.520583182394112,3.7724423
2022-10-22,Adilabad,78.56516888256076,19.520583182394112,2.4327164
2022-10-23,Adilabad,78.56516888256076,19.520583182394112,2.1821454
2022-10-24,Adilabad,78.56516888256076,19.520583182394112,2.3400254
2022-10-25,Adilabad,78.56516888256076,19.520583182394112,2.1920335
2022-10-26,Adilabad,78.56516888256076,19.520583182394112,2.6075888
2022-10-27,Adilabad,78.56516888256076,19.520583182394112,2.0391402
2022-10-28,Adilabad,78.56516888256076,19.520583182394112,1.9769366
2022-10-29,Adilabad,78.56516888256076,19.520583182394112,1.7117295
2022-10-30,Adilabad,78.56516888256076,19.520583182394112,1.9978421
2022-10-31,Adilabad,78.56516888256076,19.520583182394112,2.413551
2022-11-01,Adilabad,78.56516888256076,19.520583182394112,2.2892697
2022-11-02,Adilabad,78.56516888256076,19.520583182394112,1.7666476
2022-11-03,Adilabad,78.56516888256076,19.520583182394112,1.6230656
2022-11-04,Adilabad,78.56516888256076,19.520583182394112,0.4507458211810462
2022-11-05,Adilabad,78.56516888256076,19.520583182394112,1.2107514
2022-11-06,Adilabad,78.56516888256076,19.520583182394112,2.6653328
2022-11-07,Adilabad,78.56516888256076,19.520583182394112,1.4206704
2022-11-08,Adilabad,78.56516888256076,19.520583182394112,1.3375642
2022-11-09,Adilabad,78.56516888256076,19.520583182394112,1.3230352
2022-11-10,Adilabad,78.56516888256076,19.520583182394112,1.4313704
2022-11-11,Adilabad,78.56516888256076,19.520583182394112,1.7842928
2022-11-12,Adilabad,78.56516888256076,19.520583182394112,1.3286282
2022-11-13,Adilabad,78.56516888256076,19.520583182394112,0.9881434
2022-11-14,Adilabad,78.56516888256076,19.520583182394112,0.9048949
2022-11-15,Adilabad,78.56516888256076,19.520583182394112,1.0298772
2022-11-16,Adilabad,78.56516888256076,19.520583182394112,1.420375
2022-11-17,Adilabad,78.56516888256076,19.520583182394112,1.1601154
2022-11-18,Adilabad,78.56516888256076,19.520583182394112,1.2408129
2022-11-19,Adilabad,78.56516888256076,19.520583182394112,1.1389316
2022-11-20,Adilabad,78.56516888256076,19.520583182394112,1.0209888
2022-11-21,Adilabad,78.56516888256076,19.520583182394112,2.1136787
2022-11-22,Adilabad,78.56516888256076,19.520583182394112,1.6019784
2022-11-23,Adilabad,78.56516888256076,19.520583182394112,1.1393057
2022-11-24,Adilabad,78.56516888256076,19.520583182394112,0.88277423
2022-11-25,Adilabad,78.56516888256076,19.520583182394112,0.91407776
2022-11-26,Adilabad,78.56516888256076,19.520583182394112,1.2431039
2022-11-27,Adilabad,78.56516888256076,19.520583182394112,1.3047763
2022-11-28,Adilabad,78.56516888256076,19.520583182394112,0.95285076
2022-11-29,Adilabad,78.56516888256076,19.520583182394112,0.2413088237288426
2022-11-30,Adilabad,78.56516888256076,19.520583182394112,1.1118485
2022-12-01,Adilabad,78.56516888256076,19.520583182394112,1.1328328
2022-12-02,Adilabad,78.56516888256076,19.520583182394112,0.4543700645030678
2022-12-03,Adilabad,78.56516888256076,19.520583182394112,0.5819367399210676
2022-12-04,Adilabad,78.56516888256076,19.520583182394112,1.0437891
2022-12-05,Adilabad,78.56516888256076,19.520583182394112,0.6600408
2022-12-06,Adilabad,78.56516888256076,19.520583182394112,0.85885483
2022-12-07,Adilabad,78.56516888256076,19.520583182394112,0.85885483
2022-12-08,Adilabad,78.56516888256076,19.520583182394112,0.948878
2022-12-09,Adilabad,78.56516888256076,19.520583182394112,1.1227689
2022-12-10,Adilabad,78.56516888256076,19.520583182394112,0.3301420836174154
2022-12-11,Adilabad,78.56516888256076,19.520583182394112,0.4366062101214796
2022-12-12,Adilabad,78.56516888256076,19.520583182394112,1.5063518
2022-12-13,Adilabad,78.56516888256076,19.520583182394112,0.7201600474268314
2022-12-14,Adilabad,78.56516888256076,19.520583182394112,1.8174629
2022-12-15,Adilabad,78.56516888256076,19.520583182394112,0.69483423
2022-12-16,Adilabad,78.56516888256076,19.520583182394112,0.9194649
2022-12-17,Adilabad,78.56516888256076,19.520583182394112,0.9990856
2022-12-18,Adilabad,78.56516888256076,19.520583182394112,1.0745573
2022-12-19,Adilabad,78.56516888256076,19.520583182394112,0.93244296
2022-12-20,Adilabad,78.56516888256076,19.520583182394112,0.7217513
2022-12-21,Adilabad,78.56516888256076,19.520583182394112,0.78862077
2022-12-22,Adilabad,78.56516888256076,19.520583182394112,0.7984706
2022-12-23,Adilabad,78.56516888256076,19.520583182394112,0.7680357
2022-12-24,Adilabad,78.56516888256076,19.520583182394112,0.8042418
2022-12-25,Adilabad,78.56516888256076,19.520583182394112,0.80593264
2022-12-26,Adilabad,78.56516888256076,19.520583182394112,0.68690556
2022-12-27,Adilabad,78.56516888256076,19.520583182394112,0.689041934812807
2022-12-28,Adilabad,78.56516888256076,19.520583182394112,0.8093670602049532
2022-12-29,Adilabad,78.56516888256076,19.520583182394112,1.5145727
2022-12-30,Adilabad,78.56516888256076,19.520583182394112,0.5742432877599646
2022-12-31,Adilabad,78.56516888256076,19.520583182394112,0.8191087
2023-01-01,Adilabad,78.56516888256076,19.520583182394112,0.6856765
2023-01-02,Adilabad,78.56516888256076,19.520583182394112,0.8686862
2023-01-03,Adilabad,78.56516888256076,19.520583182394112,0.0
2023-01-04,Adilabad,78.56516888256076,19.520583182394112,0.0
2023-01-05,Adilabad,78.56516888256076,19.520583182394112,1.0682179
2023-01-06,Adilabad,78.56516888256076,19.520583182394112,0.8923691
2023-01-07,Adilabad,78.56516888256076,19.520583182394112,0.5125876
2023-01-08,Adilabad,78.56516888256076,19.520583182394112,0.9610951
2023-01-09,Adilabad,78.56516888256076,19.520583182394112,0.7337371
2023-01-10,Adilabad,78.56516888256076,19.520583182394112,0.6174716
2023-01-11,Adilabad,78.56516888256076,19.520583182394112,0.7491046
2023-01-12,Adilabad,78.56516888256076,19.520583182394112,0.65713274
2023-01-13,Adilabad,78.56516888256076,19.520583182394112,0.75374395
2023-01-14,Adilabad,78.56516888256076,19.520583182394112,1.3736899
2023-01-15,Adilabad,78.56516888256076,19.520583182394112,1.0593091
2023-01-16,Adilabad,78.56516888256076,19.520583182394112,0.87023574
2023-01-17,Adilabad,78.56516888256076,19.520583182394112,0.9533127
2023-01-18,Adilabad,78.56516888256076,19.520583182394112,1.1271682
2023-01-19,Adilabad,78.56516888256076,19.520583182394112,1.2831789
2023-01-20,Adilabad,78.56516888256076,19.520583182394112,1.1532363
